,0
4480,Windows Server/IIS
4481,Database SQL Programming
4482,DevOps concepts
4483,written and verbal communication skills
4484,AWS Services
4485,API Gateway
4486,Oracle/SQL Server/Dynamo DB
4487,Azure cloud
4488,similar cloud computing service
4489,Relational and non-relational databases
4490,the Microsoft stack
4491,Azure DevOps
4492,SQL Server
4493,Azure Cloud
4494,Cloud computing architectures
4495,an Agile development team
4496,SOAP and/or Restful Web Services (WCF
4497,Web API
4498,Azure DevOps
4499,NuGet packages
4500,Azure SQL
4501,API Management
4502,complex and scalable solutions
4503,a Linux platform
4504,the R&D team’s architects
4505,an Automation toolset
4506,UI technologies
4507,SQL Server
4508,MS SQL
4509,Microsoft Windows Clustering
4510,the JavaScript object model
4511,JSON Web Token
4512,A knack
4513,technical and non-technical audiences
4514,API Gateway
4515,Redis/Elasticache
4516,an Agile environment
4517,Dynamics CRM experience
4518,● DB Knowledge
4519,NoSQL Engines
4520,● Unit and Integration tests experience
4521,Agile methodology
4522,Core Java JDK
4523,NoSQL databases
4524,Knowledge Docker
4525,DevOps knowledge
4526,DevOps methodology
4527,Data security and Data Privacy guidelines
4528,Cross Cultural Experience Organization Scope
4529,experience Salesforce development experience
4530,popular Web UI frameworks
4531,Visualforce pages
4532,Salesforce SOAP API
4533,BULK API Experience building integrations
4534,Eclipse IDE
4535,Certified Platform Developer II) Experience
4536,Einstein Analytics
4537,DevOps capabilities
4538,Salesforce projects
4539,Agile methodology Experience
4540,(Automation Test Framework
4541,ServiceNow Micro-Certification
4542,Automated Test Framework Fundamentals
4543,automated testing tools
4544,ServiceNow Certified Implementation Specialist
4545,ServiceNow Knowledge
4546,ServiceNow platform architecture
4547,HR scoped applications
4548,especially HR Service Portal
4549,Integration Hub
4550,Test Automation framework
4551,Automation scripts
4552,an Agile (Scrum) development team
4553,configuration and deployment issues
4554,JavaScript based libraries
4555,SQL Server
4556,Azure Devops
4557,AI/ML
4558,Self-starter
4559,AWS Work
4560,cloud algorithms
4561,consumer and clinician-facing applications
4562,contemporary UI/UX design
4563,testing frameworks
4564,Next.js
4565,GitHub Actions
4566,ASP.Net core
4567,"C#, OOPS Concept"
4568,Web APIs
4569,JavaScript frameworks
4570,Objective C/Swift (preferably Enterprise apps
4571,Agile development methodology
4572,Agile Framework
4573,Object Oriented Design
4574,Agile or Scrum software development methodologies Ability
4575,UI components
4576,UI components
4577,MicroStrategy Web
4578,Visual Insights
4579,functional and technical requirement specifications
4580,critical User Acceptance scenarios
4581,strong SQL skills
4582,logical and physical data modeling concepts
4583,other BI tools
4584,Reports rationalization
4585,Programming language Dart
4586,Native Programming languages
4587,Kotlin/Java
4588,Networking libraries
4589,Google APIs
4590,the Agile Testing Quadrant
4591,the Agile Test Quadrant
4592,Web APIs
4593,Laravel Framework/ CodeIgniter Minimum experience
4594,HTML5/CSS3
4595,– Lead Java Developer Experience
4596,Java Design patterns
4597,RESTful Web services
4598,Java Microservices
4599,Power Mock
4600,Java technologies
4601,Java Spring Boot
4602,Calypso Technology
4603,Cloud Technology / AWS
4604,AWS platform
4605,API Gateway EC2
4606,Elastic Beanstalk
4607,the AWS APIs
4608,multiple AWS services
4609,JavaScript frameworks
4610,C++ / any OOPs language software development experience
4611,OS and Data structure fundamentals
4612,SQL knowledge
4613, Experience programming database APIs
4614,BI tools
4615,Microsoft Power BI
4616,Java memory
4617,performance profiling tools
4618,Code backend services
4619,No-SQL/ MongoDB
4620,SQL based data bases
4621, MsSQL/MySQL/Postgres and NoSQL databases
4622,  MongoDB / Redis Experience
4623,an Agile/Scrum development process
4624,AWS/Azure
4625,service and containerization technologies
4626,API integrations
4627,a plus 6) Experience designing
4628,Unix/Linux operating systems
4629,slick and responsive Web UI tools
4630,A Constant self-learner
4631,Agile development practices
4632,Healthcare Analytics domain
4633,Microsoft Azure SQL Database
4634,Azure Cosmos Database
4635,Azure Data Factory Service
4636,Tabular Model  • Experience
4637,Process Diagrams
4638,Software Configuration Management tools
4639,SQL Server development
4640,ETL/DB and QA team
4641,Express.js
4642,UI/UX design
4643,DB architecture design and programming templates
4644,Agile methodologies
4645,API Creation
4646,an Agile environment
4647,GIT - Basic knowledge AWS services
4648,unit testing frameworks
4649,Web API
4650,SQL Agent Jobs
4651,Azure DevOps
4652,Agile methodologies
4653,Microsoft Azure
4654,DevOps and production environments
4655,Microsoft Azure
4656,Amazon AWS
4657,Linux systems
4658,MS SQL Server
4659,Query design
4660,Data modelling
4661,Data validation checks
4662, • Experience C/C++ Embedded software development
4663,RTOS/Non RTOS platform • Experience
4664,AWS IaaS Administration
4665,Python / Go / Ruby / Javascript
4666,AWS technologies
4667,Managing cloud based infrastructure
4668,"Python, Go, Ruby, JavaScript, Shell/Bash Scripting, Java, HTML5 & CSS experience"
4669,Web frameworks
4670,Code repository best practices
4671,Continuous Integration tools
4672,UI development
4673,Cloud Micro
4674,AI/ML/Analytics
4675,DevOps and Tech support teams
4676,Bachelor/Master’s degree
4677,UI development
4678,Agile Methodology
4679,Setup Printers
4680,all Networking hardware
4681,various Mobile OS.. Experience
4682,performance testing frameworks
4683,the Agile development life-cycle
4684,Java/Swift experience
4685,Android Keyboard API
4686,Active Directory Administration
4687,Azure Active Directory
4688,SQL Server Administration
4689,IPv6 – AD and Server Environments
4690,"(Azure, AWS"
4691,Structured and unstructured data backup
4692,Linux experience
4693,webapp performance engineering
4694,", serverless cloud architectures"
4695,NoSQL data storage systems
4696,Java/J2EE
4697,Application/Web Servers
4698,Data modelling and database design experience
4699,NoSQL DBs
4700,GIT Hub
4701,Object Oriented design
4702,the Agile Development processes
4703,Design layouts
4704,key performance indicators
4705,BI Viz solutions
4706,other BI tools
4707,Lead troubleshooting
4708,latest and upcoming Microsoft/ open source technologies
4709,Azure Kubernetes Service
4710,JavaScript/TypeScript
4711,Microsoft technology stacks
4712,Enterprise Integration
4713,Strong Technical expertise
4714,Designing & Developing Applications
4715,SQL Server
4716,Agile methodology
4717,Knowledge/Willingness
4718,SQL Server
4719,Web API
4720,Java/Java EE application development
4721,Agile Methodologies
4722,JavaScript/HTML/CSS
4723,Linux Software Integration
4724,Config Management
4725,SCM tools
4726,SDK linux platform distributions
4727,Linux integration and release strategy
4728,Linux/Ubuntu/Fedora software integration
4729,Hands-on familiarity
4730,Linux distributions
4731,OpenEmbedded-Core Project
4732,Linux-based systems
4733,Configuration Management
4734,SCM tools
4735,Linux Development Tools
4736,Strong Java/Kotlin development experience
4737,Java frameworks
4738,native Android applicationsExtensive hands-on development experience
4739,Java & KotlinExtensive experience
4740,Android SDK
4741,modern Developer ToolsExperience
4742,VR/AR
4743,mobile device variants
4744,Obj-C/Swift
4745,"Agile, Continuous Integration/Distribution"
4746,Test Driven DevelopmentMust
4747,Android OS
4748,Android - Kotlin
4749,Android recommended user interfaces
4750,Agile development methodology
4751,performance optimizations
4752,Linux distributions
4753,roadmap and strategy discussions
4754,Linux based distributions
4755,ASP.Net MVC
4756,CSS3 and Material UI
4757,Knowledge inGraph QL
4758,Experience withDocker
4759,AWS services
4760,Elastic Container Service
4761, Elastic Kubernetes Service
4762, API security methodologies
4763,User authentication
4764,automated testing platforms
4765, Object oriented programming
4766,SAS programs
4767,SAS programming language
4768,SAS Enterprise Guide
4769,Your Key Attributes  Strong data analysis
4770,a DevOps Engineer
4771,external and internal data leaks
4772,development and production environments
4773,DevOps Support
4774, Cloud infrastructure monitoring
4775,infrastructure environments
4776,Azure Cloud
4777,technical and non-technical stakeholders
4778,· Experience designing
4779,networking and network requirements
4780,Networking concepts
4781,SQL · Ability
4782,Container Platform / Kubernetes technologies
4783,infrastructure automation
4784,DevOps tools
4785,New Relic
4786,Citrix Virtual App
4787,Virtual Desktop
4788,Java application design
4789,Test Automation Development
4790,Azure DevOps
4791,HP Unified Functional Testing
4792, Java/J2EE
4793,MS SQL
4794,the Java/J2EE stack
4795,JavaScript/jQuery
4796,modern Java and JavaScript frameworks
4797, DevOps Experience
4798,premise & Hybrid solutions
4799,performance tuning
4800,tolerant cloud systems
4801,cloud-based data pipeline development
4802,AWS Glue
4803,AWS Lake FormationAzure
4804,Data FactoryGCP
4805,Cloud Composer
4806,Big Data Stacks
4807,premise & Hybrid solutions
4808,performance tuning
4809,tolerant cloud systems
4810,cloud-based data pipeline development
4811,AWS Glue
4812,AWS Lake FormationAzure
4813,Data FactoryGCP
4814,Cloud Composer
4815,Big Data Stacks
4816,premise & Hybrid solutions
4817,performance tuning
4818,tolerant cloud systems
4819,cloud-based data pipeline development
4820,AWS Glue
4821,AWS Lake FormationAzure
4822,Data FactoryGCP
4823,Cloud Composer
4824,Big Data Stacks
4825,premise & Hybrid solutions
4826,performance tuning
4827,tolerant cloud systems
4828,cloud-based data pipeline development
4829,AWS Glue
4830,AWS Lake FormationAzure
4831,Data FactoryGCP
4832,Cloud Composer
4833,Big Data Stacks
4834,premise & Hybrid solutions
4835,performance tuning
4836,tolerant cloud systems
4837,cloud-based data pipeline development
4838,AWS Glue
4839,AWS Lake FormationAzure
4840,Data FactoryGCP
4841,Cloud Composer
4842,Big Data Stacks
4843,a CRM company
4844,Salesforce Certifications
4845,premise & Hybrid solutions
4846,performance tuning
4847,tolerant cloud systems
4848,cloud-based data pipeline development
4849,AWS Glue
4850,AWS Lake FormationAzure
4851,Data FactoryGCP
4852,Cloud Composer
4853,Big Data Stacks
4854,premise & Hybrid solutions
4855,performance tuning
4856,tolerant cloud systems
4857,cloud-based data pipeline development
4858,AWS Glue
4859,AWS Lake FormationAzure
4860,Data FactoryGCP
4861,Cloud Composer
4862,Big Data Stacks
4863,holistic Web solutions
4864,Agile development methodologies
4865,MS SQL ServerSDLC
4866,AWS Lambda
4867,scalable and flexible B2C & B2B digital commerce architectures
4868,the eCommerce offshore team
4869,the Software Development Lifecycle
4870,Agile/Scrum
4871,Adobe AEM
4872,direct API integration
4873,Product Cockpit
4874,Oracle CoherenceVarious
4875,Google Analytics
4876,Hybris Web Commerce platforms
4877,Fast learner
4878,"Hadoop, NoSQL"
4879,premise/ Hybrid solutions
4880,Data Visualization
4881,Data-oriented personality
4882,IoT Data Platform architectures
4883,Containers and Resource Management systems
4884,infrastructure troubleshooting
4885,performance tuning
4886,Java/ Scala
4887,BashBig Data stack
4888,Storage Queues
4889,Apache Oozie
4890,Cluster operation
4891,Cluster planningSearch
4892,RedisSolid Cloud experience
4893,(AWS/Azure/GCP
4894,Tensorflow)Enterprise Design Patterns
4895,Component/ Integration Testing
4896,SQL queries
4897,SQL optimizationExperience
4898,sustainable and efficient solutions
4899,Agile development methodologies
4900,Proficiency and enterprise work experience
4901,Data Architects
4902,Data Technology Consultants
4903,structured and unstructured data
4904,premise and cloud architectures
4905,cloud-based data pipeline development
4906,Azure: Storage
4907,Real DOMsMVC
4908,Design & Develop web backend solutions
4909,the Virtual DOMUnderstanding
4910,Design & Develop web backend solutions
4911,Core JavaCreational
4912,Web DesignRESTful
4913,MS SQL Server
4914,Automation Framework
4915,DevOps pipeline
4916,Quality Assurance
4917,Scope and estimate project tasks
4918,fast and scalable Python code
4919,Strong SQL knowledge
4920,Strong Linux knowledge
4921,Configuration management
4922,(GIT/Stash
4923,asynchronous API design
4924,Agile development methodologies
4925,Mainframe/Backend Systems - Knowledge
4926,DevOps pipeline
4927,Reporting - Jira
4928,Mainframe Automation
4929,Quality Assurance
4930,UI Automation
4931,public/private testnet
4932,Smart Contract security audits
4933,Solidity contracts
4934,the Virtual DOMUnderstanding
4935,ARM Cortex M4/A7
4936,various OS environments
4937,creative and ground-breaking software frameworks
4938,DevOps frameworks
4939,JavaScript frameworks
4940,solution documentation
4941,Office 365 Power Platform environment tools
4942,SQL reporting
4943,Hands-on 1hour series
4944,Lead PFMEA
4945,controlled and timely incident resolution
4946,effective and defect-free support
4947,solution designers
4948,Monitor system life cycles
4949,performance and resource utilization
4950,targeted and controlled remediation plans
4951,Microsoft Azure
4952,SQL/NoSQL database
4953,5G RAN
4954,5G networks
4955,5G RAN
4956,4G/5G SW development experience
4957,5G RAN
4958,5G networks
4959,5G RAN
4960,4G/5G SW development experience
4961,Agile environment
4962,Demonstrable C/C++ programming experience
4963,containerized and serverless microservices
4964,scalable AI prototypes
4965,AWS IoT
4966, Experience building high scale Event-Driven Architecture
4967, AWS services
4968, Design ML& AI solutions
4969,AWS technologies
4970,Python Data Science Libraries
4971,Data Analysis/Data Cleaning/Feature Engineering/Modelling/Testing/Validation
4972, Time Series Modeling
4973,video processing capabilities
4974,Board Software Packages
4975,SPI and Ethernet protocols
4976,Business Analysts
4977,an Azure environment
4978,Key Vault
4979,Azure Certifications AZ-900
4980,Azure Pipelines
4981,GitHub Actions
4982,Octopus Deploy
4983,either Azure DevOps
4984,GitHub Enterprise
4985,public cloud platforms
4986, AWS primitives
4987,efficient and optimized code
4988,Experience consuming web services
4989,XML/JSON
4990,Business Analysts
4991,an Azure environment
4992,Key Vault
4993,Azure Certifications AZ-900
4994,Azure Pipelines
4995,GitHub Actions
4996,Octopus Deploy
4997,either Azure DevOps
4998,GitHub Enterprise
4999,Kotlin/Java
5000,efficient and optimized code
5001,Android OS
5002,the Android development lifecycle
5003,Experience consuming web services
5004,XML/JSON
5005,Kotlin/Java
5006,efficient and optimized code
5007,Android OS
5008,the Android development lifecycle
5009,Experience consuming web services
5010,XML/JSON
5011,efficient and optimized code
5012,Experience consuming web services
5013,XML/JSON
5014,efficient and optimized code
5015,Experience consuming web services
5016,XML/JSON
5017,Business Analysts
5018,an Azure environment
5019,Key Vault
5020,Azure Certifications AZ-900
5021,Azure Pipelines
5022,GitHub Actions
5023,Octopus Deploy
5024,either Azure DevOps
5025,GitHub Enterprise
5026,Kotlin/Java
5027,efficient and optimized code
5028,Android OS
5029,the Android development lifecycle
5030,Experience consuming web services
5031,XML/JSON
5032,Azure environments
5033,current and emerging Azure services
5034,the Azure service implementation
5035,product and business analytics teams
5036,Expert SQL and data modeling skills
5037,performance tuning
5038,AWS cloud services
5039,Product Designers
5040,Commercial and Leadership/Mentorship exposure
5041,Strong Backend background
5042,build and deployment scripts
5043,cloud infrastructure compliance
5044,public cloud certifications
5045,Lambda functions
5046,Current AWS certifications
5047,UI/UX applications
5048,UI/UX applications
5049,Linux/Windows OS platforms
5050,Web/Cloud/SaaS based solutions
5051,UI/UX applications
5052,Java/JavaScript
5053,cloud/web/mobile-based and IoT applications development
5054,Cloud/Edge computing
5055,network security protocols
5056,Software-Defined Radios
5057,Self-starter
5058,Google Anthos
5059,Microsoft Azure
5060,DevOps concepts
5061,Linux and Windows development environments
5062,Cloud/Edge computing
5063,network security protocols
5064,Software Defined Radios
5065,Self-starter/motivator
5066,Google Anthos
5067,Microsoft Azure
5068,DevOps concepts
5069,Public Cloud Stacks
5070,Public Cloud Networking
5071,GCP Templates
5072,Infrastructure and Cybersecurity teams
5073,a hybrid Azure AD/O365
5074,OS deployment configuration
5075, Maintain and document desktop configuration standards
5076,organizational security policies
5077,technical and standard operating procedure documentation
5078,security configurations
5079,testing and validation efforts
5080,Azure Virtual Desktop..  Design
5081,Windows 10 OS and associated services
5082,Azure MFA
5083,SSO Apps
5084,Enterprise Mobility
5085,O365 solution design
5086,Azure services
5087,Security and Privacy Frameworks
5088,Microsoft Graph
5089,Microsoft O365
5090,Modern Desktop Administrator Associate
5091,Identity Fundamentals
5092,Azure Virtual Desktop
5093,Java/JavaScript/Groovy/Python
5094,UNIX/Linux environments
5095,IntelliJ/Eclipse/Visual Code/WebStorm..  Experience
5096,Google Anthos
5097,Microsoft Azure
5098,DevOps concepts
5099,superior UI designs
5100,UI components
5101,Java RESTful APIs
5102,Strong UI development
5103,RESTful Java APIs
5104,Strong SQL coding skills
5105,"C#, ASP.NET framework"
5106,Net WebAPI
5107,RESTful API services
5108,MS SQL database development
5109,Agile methodologies
5110,efficient and legible code
5111,Agile ceremonies
5112,hands-on full-stack development work experience
5113,an Agile environment
5114,Microsoft .NET Framework
5115,Microsoft SQL Server
5116,A bachelor’s degree
5117,public and private cloud stack
5118,MS SQL Server
5119,Azure DevOps
5120,MS Azure
5121,"(UI, Business Logic Layer"
5122,(Agile/Scrum
5123,A completed Bachelor's degree
5124,SAS Base
5125,SAS EG
5126,Java frameworks
5127,Microsoft Azure cloud development experience
5128,Microsoft Azure cloud development experience
5129,"an Agile, cross-functional team"
5130,NoSQL/KV Stores
5131,Messaging Queuing Services
5132,GitHub use
5133,"Results-oriented, data-driven, experimental attitude"
5134,Kotlin/Java
5135,Server-side scripting skills
5136,Bitbucket / Git
5137,"Agile, Continuous Integration"
5138,C / embedded software
5139,"Self-motivated, enthusiastic and strong drive"
5140,"Self-motivated, enthusiastic and strong drive"
